notification_id,event_id,event_type,user_id,source_user_id,post_id,comment_id,created_at,device,delivery_channel,priority,seen,status,app_version,country,latency_ms,motivo_rechazo,rechazado
N01464,E01464,COMMENT,U0163,U0044,P0024,C01464,2026-04-07 16:11:19,MOBILE,EMAIL,LOW,True,FAILED,1.2.0,PE,12062,,0
N01185,E01185,COMMENT,U0010,U0125,P0049,C01185,2026-04-22 12:34:05,MOBILE,PUSH,LOW,True,PENDING,2.0.0,PE,8109,,0
N01015,E01015,COMMENT,U0085,U0116,P0045,C01015,2026-04-19 12:38:02,MOBILE,EMAIL,LOW,False,SENT,1.1.0,PE,18666,,0
N00791,E00791,COMMENT,U0115,U0185,P0031,C00791,2026-05-04 17:27:46,MOBILE,PUSH,MEDIUM,True,PENDING,1.1.0,AR,12816,,0
N01411,E01411,LIKE,U0037,U0071,P0013,,2026-04-08 13:35:20,WEB,EMAIL,HIGH,False,PENDING,1.1.0,AR,1086,,0
N00735,E00735,LIKE,U0180,U0141,P0026,,2026-05-03 13:48:50,MOBILE,PUSH,HIGH,False,PENDING,1.1.0,AR,14679,,0
N01010,E01010,COMMENT,U0129,U0165,P0008,C01010,2026-04-11 13:55:58,MOBILE,IN_APP,LOW,False,FAILED,1.0.0,CL,24730,,0
N01358,E01358,FOLLOW,U0016,U0104,,,2026-04-30 14:33:49,MOBILE,EMAIL,LOW,False,SENT,2.0.0,AR,2964,,0
N01776,E01776,FOLLOW,U0116,U0110,,,2026-04-13 08:20:12,IOS,EMAIL,MEDIUM,False,SENT,2.0.0,MX,16577,device fuera de dominio,1
N01638,E01638,FOLLOW,U0131,U0188,,,2026-04-26 10:29:47,WEB,PUSH,LOW,False,FAILED,1.0.0,MX,16003,,0
N00539,E00539,FOLLOW,U0177,U0135,,,2026-04-15 16:44:48,WEB,IN_APP,LOW,False,SENT,1.0.0,AR,769,,0
N00316,E00316,FOLLOW,U0051,U0049,,,2026-04-08 21:25:13,MOBILE,PUSH,MEDIUM,False,SENT,2.0.0,CL,20950,,0
N01854,E01854,FOLLOW,U0070,U0131,,,2027-08-26 12:00:00,WEB,IN_APP,MEDIUM,True,FAILED,1.2.0,PE,23540,created_at no puede ser futuro,1
N01346,E01346,COMMENT,U0105,U0199,P0012,C01346,2026-04-21 11:55:37,WEB,IN_APP,MEDIUM,True,SENT,1.2.0,AR,21089,,0
N00233,E00233,FOLLOW,U0014,U0062,,,2026-04-25 09:15:31,MOBILE,EMAIL,LOW,False,PENDING,1.1.0,MX,18824,,0
N01385,E01385,FOLLOW,U0158,U0099,,,2026-04-19 17:45:31,WEB,EMAIL,LOW,True,PENDING,2.0.0,MX,23772,,0
N00406,E00406,LIKE,U0135,U0169,P0016,,2026-04-17 10:35:47,WEB,IN_APP,HIGH,True,FAILED,1.2.0,MX,23221,,0
N01045,E01045,LIKE,U0113,U0032,P0025,,2026-04-23 21:47:54,MOBILE,PUSH,HIGH,False,SENT,2.0.0,MX,13280,,0
N00529,E00529,COMMENT,U0004,U0073,P0023,C00529,2026-04-28 15:55:35,MOBILE,EMAIL,LOW,False,FAILED,2.0.0,MX,9657,,0
N00104,E00104,COMMENT,U0029,U0073,P0044,C00104,2026-04-19 15:33:42,MOBILE,IN_APP,MEDIUM,True,PENDING,1.0.0,CL,6898,,0
N01172,E01172,FOLLOW,U0178,U0143,,,2026-04-29 08:44:36,MOBILE,EMAIL,MEDIUM,True,SENT,1.0.0,MX,22417,,0
N00695,E00695,FOLLOW,U0017,U0057,,,2026-04-12 21:53:42,MOBILE,PUSH,LOW,True,PENDING,1.0.0,PE,10773,,0
N00219,E00219,COMMENT,U0139,U0194,P0003,C00219,2026-04-23 16:13:27,MOBILE,IN_APP,LOW,False,SENT,2.0.0,PE,11622,,0
N01226,E01226,LIKE,U0019,U0154,P0024,,2026-05-04 17:57:26,WEB,EMAIL,MEDIUM,False,PENDING,1.0.0,PE,16165,,0
N01365,E01365,FOLLOW,U0116,U0071,,,2026-04-13 09:39:04,WEB,EMAIL,MEDIUM,False,PENDING,1.1.0,MX,16774,,0
N01471,E01471,COMMENT,U0045,U0072,P0017,C01471,2026-04-08 18:23:16,WEB,EMAIL,MEDIUM,True,FAILED,1.1.0,PE,22758,,0
N01935,E01935,LIKE,U0087,U0150,P0041,,2027-12-25 12:00:00,MOBILE,IN_APP,LOW,False,PENDING,1.1.0,CL,7843,created_at no puede ser futuro,1
N01241,E01241,LIKE,U0157,U0043,P0022,,2026-04-18 13:37:24,MOBILE,PUSH,LOW,True,SENT,1.0.0,AR,17906,,0
N00918,E00918,COMMENT,U0050,U0148,P0019,C00918,2026-04-27 11:51:49,MOBILE,PUSH,MEDIUM,False,PENDING,1.0.0,AR,14782,,0
N01176,E01176,FOLLOW,U0164,U0089,,,2026-05-02 17:25:23,WEB,EMAIL,MEDIUM,False,SENT,2.0.0,MX,12007,,0
N01169,E01169,LIKE,U0001,U0008,P0040,,2026-04-10 08:17:59,WEB,PUSH,LOW,False,PENDING,1.1.0,CL,1954,,0
N00720,E00720,FOLLOW,U0195,U0069,,,2026-04-22 20:21:38,WEB,EMAIL,MEDIUM,False,FAILED,1.2.0,PE,8051,,0
N01122,E01122,LIKE,U0169,U0099,P0034,,2026-05-02 15:01:44,WEB,EMAIL,LOW,True,PENDING,1.1.0,MX,19043,,0
N01184,E01184,COMMENT,U0009,U0128,P0021,C01184,2026-05-07 12:44:30,MOBILE,EMAIL,MEDIUM,False,FAILED,1.2.0,MX,1095,,0
N01216,E01216,COMMENT,U0071,U0064,P0046,C01216,2026-04-09 11:24:38,MOBILE,EMAIL,MEDIUM,True,FAILED,1.0.0,MX,23565,,0
N00462,E00462,COMMENT,U0123,U0119,P0011,C00462,2026-04-13 13:38:36,MOBILE,EMAIL,LOW,False,FAILED,1.0.0,PE,18423,,0
N01701,E01701,LOVE,U0140,U0120,P0002,C01701,2026-04-14 19:35:30,WEB,IN_APP,LOW,False,FAILED,2.0.0,AR,6207,event_type fuera de dominio,1
N00852,E00852,FOLLOW,U0117,U0168,,,2026-04-10 16:06:58,MOBILE,PUSH,LOW,False,PENDING,2.0.0,AR,13313,,0
N00570,E00570,FOLLOW,U0189,U0100,,,2026-04-14 11:59:27,MOBILE,IN_APP,LOW,True,SENT,1.1.0,PE,14600,,0
N01372,E01372,FOLLOW,U0057,U0178,,,2026-04-27 16:38:50,MOBILE,PUSH,MEDIUM,True,FAILED,1.0.0,MX,12298,,0
N00030,E00030,COMMENT,U0054,U0175,P0016,C00030,2026-05-04 13:49:35,MOBILE,IN_APP,MEDIUM,True,SENT,1.1.0,MX,1012,,0
N01796,E01796,COMMENT,U0051,U0020,P0031,C01796,2026-04-28 17:23:17,MOBILE,TELEGRAM,LOW,True,PENDING,1.1.0,PE,21201,delivery_channel fuera de dominio,1
N01446,E01446,COMMENT,U0071,U0008,P0037,C01446,2026-04-25 21:04:30,WEB,EMAIL,HIGH,True,FAILED,1.1.0,PE,19682,,0
N00133,E00133,COMMENT,U0079,U0115,P0039,C00133,2026-04-24 10:44:28,WEB,IN_APP,MEDIUM,True,FAILED,1.2.0,MX,9196,,0
N00034,E00034,FOLLOW,U0081,U0112,,,2026-04-21 09:24:57,WEB,IN_APP,LOW,True,FAILED,2.0.0,CL,17236,,0
N00809,E00809,LIKE,U0018,U0072,P0037,,2026-04-26 09:04:11,WEB,EMAIL,HIGH,False,PENDING,1.2.0,MX,21508,,0
N00863,E00863,COMMENT,U0182,U0086,P0034,C00863,2026-04-10 21:57:53,WEB,IN_APP,HIGH,True,PENDING,1.0.0,AR,13645,,0
N00878,E00878,FOLLOW,U0031,U0134,,,2026-04-30 11:06:30,WEB,PUSH,LOW,False,SENT,1.0.0,PE,13456,,0
N00575,E00575,FOLLOW,U0106,U0086,,,2026-04-24 21:06:52,WEB,IN_APP,LOW,True,PENDING,2.0.0,PE,15052,,0
N01310,E01310,COMMENT,U0065,U0136,P0008,C01310,2026-04-08 16:47:00,WEB,IN_APP,MEDIUM,True,FAILED,2.0.0,MX,8359,,0
N01871,E01871,LIKE,U0077,U0188,P0012,,2026-04-10 12:17:54,WEB,EMAIL,MEDIUM,True,PENDING,2.0.0,MX,-1918,latency_ms no puede ser negativo,1
N01814,E01814,FOLLOW,U0010,U0083,,,2026-04-29 14:07:59,MOBILE,WHATSAPP,MEDIUM,False,PENDING,1.1.0,MX,9420,delivery_channel fuera de dominio,1
N00915,E00915,FOLLOW,U0096,U0121,,,2026-04-18 08:10:23,WEB,EMAIL,LOW,True,FAILED,1.0.0,CL,20156,,0
N00457,E00457,COMMENT,U0141,U0082,P0018,C00457,2026-04-07 19:51:18,MOBILE,PUSH,HIGH,True,SENT,1.2.0,PE,17913,,0
N01229,E01229,FOLLOW,U0026,U0076,,,2026-05-06 13:29:58,WEB,EMAIL,MEDIUM,True,FAILED,1.2.0,PE,16995,,0
N00409,E00409,COMMENT,U0102,U0001,P0047,C00409,2026-04-28 17:01:33,WEB,PUSH,LOW,True,PENDING,1.1.0,AR,10518,,0
N01771,E01771,LIKE,U0042,U0145,P0012,,2026-04-29 20:48:25,WEB,EMAIL,HIGH,True,UNKNOWN,1.1.0,PE,1697,status fuera de dominio,1
N00422,E00422,LIKE,U0075,U0167,P0025,,2026-04-25 16:45:06,WEB,PUSH,MEDIUM,True,SENT,1.1.0,MX,18572,,0
N00787,E00787,COMMENT,U0027,U0131,P0027,C00787,2026-05-07 11:01:14,WEB,PUSH,MEDIUM,True,PENDING,1.2.0,AR,22626,,0
N01259,E01259,LIKE,U0110,U0053,P0047,,2026-04-26 09:48:59,WEB,PUSH,MEDIUM,True,SENT,1.1.0,CL,309,,0
N01841,E01841,FOLLOW,U0138,U0029,,,2026-04-22 16:55:59,WEB,EMAIL,HIGH,False,FAILED,1.2.0,AR,22410,FOLLOW no puede tener priority HIGH,1
N01445,E01445,COMMENT,U0072,U0193,P0020,C01445,2026-05-03 12:07:39,WEB,EMAIL,LOW,False,FAILED,1.0.0,AR,23039,,0
N01454,E01454,FOLLOW,U0149,U0065,,,2026-05-06 12:58:24,WEB,PUSH,MEDIUM,False,PENDING,2.0.0,MX,1838,,0
N01052,E01052,COMMENT,U0161,U0096,P0017,C01052,2026-04-27 08:50:01,MOBILE,IN_APP,MEDIUM,False,SENT,1.1.0,MX,1723,,0
N01002,E01002,COMMENT,U0008,U0040,P0040,C01002,2026-05-02 17:22:36,WEB,IN_APP,MEDIUM,True,PENDING,2.0.0,AR,12497,,0
N00353,E00353,LIKE,U0106,U0154,P0010,,2026-04-11 20:11:39,WEB,IN_APP,HIGH,True,FAILED,1.2.0,MX,19747,,0
N01078,E01078,COMMENT,U0158,U0138,P0048,C01078,2026-04-27 21:19:06,MOBILE,PUSH,HIGH,False,PENDING,2.0.0,AR,24991,,0
N00634,E00634,COMMENT,U0129,U0005,P0008,C00634,2026-04-08 16:11:01,MOBILE,IN_APP,MEDIUM,True,FAILED,2.0.0,CL,17683,,0
N00703,E00703,LIKE,U0053,U0139,P0004,,2026-04-30 20:43:44,MOBILE,IN_APP,HIGH,False,FAILED,1.2.0,AR,14695,,0
N00653,E00653,COMMENT,U0080,U0017,P0041,C00653,2026-05-04 08:30:27,WEB,IN_APP,LOW,False,SENT,1.0.0,MX,8010,,0
N01029,E01029,COMMENT,U0129,U0079,P0021,C01029,2026-04-22 09:43:19,MOBILE,IN_APP,HIGH,True,PENDING,1.1.0,AR,13183,,0
N00329,E00329,FOLLOW,U0089,U0115,,,2026-04-09 18:39:58,MOBILE,PUSH,LOW,False,PENDING,1.0.0,MX,8607,,0
N00203,E00203,COMMENT,U0189,U0178,P0041,C00203,2026-04-07 17:50:15,WEB,EMAIL,MEDIUM,False,PENDING,1.2.0,CL,18676,,0
N01722,E01722,FOLLOW,U0024,U0099,,,2026-04-13 19:40:09,MOBILE,IN_APP,URGENT,False,SENT,2.0.0,MX,24448,priority fuera de dominio,1
N00054,E00054,COMMENT,U0067,U0088,P0018,C00054,2026-04-15 12:35:00,MOBILE,IN_APP,HIGH,True,SENT,2.0.0,MX,18392,,0
N01457,E01457,COMMENT,U0098,U0034,P0041,C01457,2026-04-13 14:21:44,MOBILE,PUSH,MEDIUM,True,PENDING,1.2.0,PE,7700,,0
N01366,E01366,COMMENT,U0184,U0040,P0009,C01366,2026-04-21 17:12:31,MOBILE,EMAIL,HIGH,False,FAILED,1.0.0,MX,21287,,0
N01600,E01600,LIKE,U0010,U0078,P0014,,2026-05-06 10:14:34,MOBILE,EMAIL,MEDIUM,True,SENT,1.2.0,MX,13007,,0
N01060,E01060,COMMENT,U0031,U0191,P0018,C01060,2026-04-13 16:59:21,MOBILE,IN_APP,MEDIUM,False,PENDING,2.0.0,MX,21933,,0
N01304,E01304,COMMENT,U0173,U0030,P0033,C01304,2026-04-28 20:18:16,MOBILE,IN_APP,LOW,True,FAILED,2.0.0,PE,16293,,0
N00452,E00452,LIKE,U0128,U0061,P0024,,2026-04-11 12:13:33,MOBILE,EMAIL,MEDIUM,True,PENDING,1.0.0,AR,3234,,0
N01687,E01687,FOLLOW,U0108,U0197,,,2026-04-25 14:00:21,WEB,IN_APP,LOW,True,FAILED,1.0.0,MX,8552,,0
N00201,E00201,FOLLOW,U0161,U0127,,,2026-04-18 11:29:06,WEB,IN_APP,LOW,True,PENDING,1.2.0,MX,10998,,0
N01674,E01674,FOLLOW,U0029,U0152,,,2026-05-02 10:04:28,MOBILE,PUSH,MEDIUM,True,PENDING,1.1.0,MX,2885,,0
N01988,E01988,LIKE,U0048,U0171,P0012,,2026-04-26 14:08:41,MOBILE,PUSH,URGENT,True,SENT,1.0.0,AR,8589,priority fuera de dominio,1
N01252,E01252,COMMENT,U0183,U0088,P0040,C01252,2026-04-27 08:06:30,MOBILE,EMAIL,HIGH,True,SENT,1.2.0,PE,17595,,0
N00063,E01702,LIKE,U0096,U0021,P0032,,2026-04-12 10:11:18,WEB,EMAIL,LOW,True,SENT,2.0.0,CL,3735,,0
N01718,E01718,RETWEET,U0072,U0139,P0018,,2026-04-24 12:28:02,MOBILE,IN_APP,HIGH,True,SENT,2.0.0,PE,9188,event_type fuera de dominio,1
N01530,E01530,LIKE,U0046,U0142,P0014,,2026-04-28 16:08:40,MOBILE,IN_APP,LOW,True,SENT,1.2.0,CL,9290,,0
N01187,E01187,FOLLOW,U0200,U0008,,,2026-04-23 09:32:11,WEB,IN_APP,MEDIUM,False,FAILED,1.0.0,PE,19390,,0
N00367,E00367,COMMENT,U0097,U0145,P0031,C00367,2026-04-13 13:49:29,WEB,PUSH,HIGH,True,PENDING,1.0.0,PE,2413,,0
N00045,E00045,COMMENT,U0077,U0193,P0025,C00045,2026-04-20 19:47:34,MOBILE,EMAIL,HIGH,False,SENT,1.2.0,MX,16113,,0
N00623,E00623,LIKE,U0188,U0016,P0024,,2026-04-17 16:22:07,MOBILE,EMAIL,LOW,False,PENDING,1.0.0,MX,11307,,0
N01390,E01390,COMMENT,U0123,U0119,P0021,C01390,2026-04-14 13:35:40,WEB,EMAIL,MEDIUM,True,PENDING,1.1.0,CL,10863,,0
N00814,E00814,COMMENT,U0010,U0140,P0010,C00814,2026-05-03 18:13:20,MOBILE,EMAIL,HIGH,False,SENT,1.2.0,MX,15712,,0
N01695,E01695,FOLLOW,U0195,U0134,,,2026-04-21 15:13:35,WEB,PUSH,MEDIUM,False,FAILED,1.1.0,AR,7227,,0
N00724,E00724,FOLLOW,U0021,U0090,,,2026-04-07 15:42:54,WEB,EMAIL,LOW,False,FAILED,1.1.0,AR,17241,,0
N01750,E01750,COMMENT,U0122,U0030,P0016,C01750,2026-04-13 19:31:47,WEB,PUSH,LOW,False,SENT,1.0.0,ES,5298,country fuera de dominio,1
N01193,E01193,LIKE,U0042,U0023,P0037,,2026-04-16 11:28:42,WEB,PUSH,HIGH,False,PENDING,1.0.0,AR,19274,,0
N00606,E00606,COMMENT,U0146,U0101,P0004,C00606,2026-05-07 09:40:54,WEB,EMAIL,HIGH,False,PENDING,1.2.0,CL,16174,,0
,E01835,COMMENT,U0175,U0186,P0029,C01835,2026-04-24 14:13:11,MOBILE,PUSH,LOW,False,SENT,1.0.0,MX,6480,notification_id vacio,1
N01862,E01862,FOLLOW,U0170,U0059,,,2027-02-08 12:00:00,MOBILE,PUSH,LOW,False,SENT,1.0.0,AR,17127,created_at no puede ser futuro,1
N00495,E00495,LIKE,U0104,U0031,P0014,,2026-04-16 16:29:43,MOBILE,IN_APP,HIGH,True,SENT,1.0.0,AR,16220,,0
N00057,E00057,LIKE,U0185,U0050,P0021,,2026-04-14 16:48:44,MOBILE,PUSH,LOW,True,FAILED,2.0.0,PE,23943,,0
N00877,E00877,LIKE,U0173,U0164,P0010,,2026-04-17 12:46:59,WEB,EMAIL,LOW,True,SENT,1.0.0,CL,5214,,0
N00209,E00209,COMMENT,U0027,U0076,P0027,C00209,2026-05-04 21:46:09,WEB,PUSH,MEDIUM,False,PENDING,1.1.0,MX,11613,,0
N01976,E01976,FOLLOW,U0083,U0083,,,2026-04-14 20:21:21,MOBILE,PUSH,LOW,False,PENDING,1.2.0,MX,15965,self-event: user_id igual a source_user_id,1
N01280,E01280,COMMENT,U0071,U0112,P0004,C01280,2026-05-07 14:29:10,MOBILE,EMAIL,LOW,False,FAILED,1.2.0,AR,13746,,0
N00638,E00638,COMMENT,U0067,U0097,P0008,C00638,2026-05-01 11:48:38,MOBILE,PUSH,HIGH,False,FAILED,2.0.0,CL,9024,,0
N01637,E01637,COMMENT,U0142,U0079,P0050,C01637,2026-05-07 09:12:09,MOBILE,PUSH,HIGH,True,SENT,1.1.0,CL,22253,,0
N01197,E01197,COMMENT,U0132,U0019,P0037,C01197,2026-04-30 18:48:26,WEB,PUSH,HIGH,True,PENDING,2.0.0,CL,24853,,0
N00971,E00971,LIKE,U0048,U0082,P0038,,2026-04-07 08:49:10,MOBILE,IN_APP,LOW,False,PENDING,1.0.0,AR,10285,,0
N00718,E00718,FOLLOW,U0160,U0028,,,2026-05-02 09:18:05,MOBILE,IN_APP,MEDIUM,False,SENT,1.2.0,CL,19390,,0
N00566,E01974,FOLLOW,U0099,U0064,,,2026-04-13 10:24:13,WEB,EMAIL,LOW,False,FAILED,1.2.0,PE,19292,duplicado_notification_id,1
N00501,E00501,COMMENT,U0178,U0033,P0014,C00501,2026-04-17 12:33:28,MOBILE,PUSH,MEDIUM,True,FAILED,1.0.0,AR,23701,,0
N01203,E01203,LIKE,U0090,U0079,P0013,,2026-04-21 18:26:17,WEB,EMAIL,MEDIUM,True,FAILED,1.1.0,PE,6424,,0
N00281,E00281,COMMENT,U0195,U0133,P0024,C00281,2026-04-21 20:10:04,WEB,PUSH,MEDIUM,True,FAILED,1.0.0,AR,6516,,0
N00473,E00473,FOLLOW,U0094,U0009,,,2026-04-19 15:45:23,WEB,PUSH,LOW,True,SENT,1.2.0,MX,17139,,0
N00147,E00147,COMMENT,U0064,U0037,P0007,C00147,2026-04-28 14:55:39,MOBILE,PUSH,MEDIUM,True,PENDING,1.2.0,AR,5421,,0
N00363,E00363,FOLLOW,U0127,U0113,,,2026-05-01 21:42:59,MOBILE,PUSH,MEDIUM,True,FAILED,1.1.0,AR,22286,,0
N01019,E01019,COMMENT,U0098,U0004,P0043,C01019,2026-04-27 11:19:13,MOBILE,PUSH,LOW,False,FAILED,1.0.0,AR,11881,,0
N01077,E01077,FOLLOW,U0163,U0068,,,2026-05-01 16:49:55,WEB,PUSH,MEDIUM,False,SENT,2.0.0,CL,11136,,0
N01567,E01567,FOLLOW,U0131,U0005,,,2026-05-04 20:38:18,MOBILE,IN_APP,MEDIUM,False,FAILED,1.1.0,AR,6053,,0
N00063,E00063,LIKE,U0142,U0020,P0011,,2026-04-24 15:44:38,WEB,PUSH,MEDIUM,True,SENT,1.2.0,PE,23235,duplicado_notification_id,1
N01889,E01889,FOLLOW,U0165,U0023,,,2026-04-17 14:17:53,MOBILE,IN_APP,LOW,True,SENT,1.0.0,ES,5603,country fuera de dominio,1
N00650,E00650,FOLLOW,U0071,U0050,,,2026-05-07 19:43:34,WEB,IN_APP,MEDIUM,True,PENDING,1.0.0,PE,14373,,0
N01619,E01619,COMMENT,U0122,U0082,P0011,C01619,2026-04-08 13:36:09,WEB,PUSH,LOW,True,PENDING,1.2.0,CL,4845,,0
N00923,E00923,FOLLOW,U0136,U0100,,,2026-04-26 10:25:44,WEB,EMAIL,LOW,True,PENDING,1.2.0,CL,23864,,0
N01850,E01850,FOLLOW,U0076,U0170,,,2027-04-27 12:00:00,MOBILE,IN_APP,MEDIUM,False,FAILED,1.0.0,CL,5318,created_at no puede ser futuro,1
N00083,E00083,LIKE,U0156,U0091,P0015,,2026-05-01 17:16:43,MOBILE,IN_APP,HIGH,True,FAILED,1.0.0,PE,14644,,0
N00775,E00775,FOLLOW,U0071,U0179,,,2026-04-28 08:36:03,WEB,PUSH,LOW,False,FAILED,1.0.0,AR,14544,,0
N01765,E01765,FOLLOW,U0196,U0029,,,2026-04-20 20:04:57,WEB,PUSH,NONE,False,SENT,1.1.0,AR,19607,priority fuera de dominio,1
N01316,E01316,COMMENT,U0132,U0148,P0034,C01316,2026-04-08 08:49:14,MOBILE,IN_APP,HIGH,False,SENT,1.1.0,PE,11064,,0
N00785,E00785,LIKE,U0069,U0037,P0041,,2026-05-07 20:00:50,WEB,IN_APP,LOW,True,SENT,1.1.0,MX,18643,,0
N00530,E00530,LIKE,U0187,U0109,P0047,,2026-05-03 21:37:38,MOBILE,EMAIL,LOW,True,PENDING,2.0.0,PE,2366,,0
N01698,E01698,FOLLOW,U0044,U0060,,,2026-04-18 08:46:41,WEB,PUSH,MEDIUM,False,SENT,1.0.0,PE,9358,,0
N01068,E01068,COMMENT,U0195,U0084,P0001,C01068,2026-05-04 16:19:33,WEB,IN_APP,LOW,True,FAILED,2.0.0,PE,4291,,0
N00951,E00951,FOLLOW,U0061,U0083,,,2026-04-15 15:32:35,MOBILE,EMAIL,LOW,False,FAILED,1.0.0,MX,4370,,0
N00232,E00232,COMMENT,U0166,U0022,P0016,C00232,2026-04-18 17:46:38,MOBILE,IN_APP,MEDIUM,False,SENT,1.1.0,MX,9884,,0
N01173,E01173,COMMENT,U0008,U0010,P0032,C01173,2026-04-11 15:26:11,MOBILE,EMAIL,LOW,True,PENDING,1.2.0,MX,6842,,0
N00086,E00086,LIKE,U0068,U0138,P0008,,2026-04-26 18:47:43,WEB,EMAIL,MEDIUM,False,SENT,1.1.0,MX,1020,,0
N01004,E01004,FOLLOW,U0103,U0141,,,2026-04-26 20:13:26,WEB,EMAIL,MEDIUM,False,FAILED,1.0.0,PE,16659,,0
N01387,E01387,LIKE,U0045,U0182,P0035,,2026-04-14 10:12:53,MOBILE,PUSH,LOW,True,FAILED,1.1.0,CL,20742,,0
N00174,E00174,LIKE,U0175,U0170,P0035,,2026-04-17 21:22:07,WEB,PUSH,LOW,True,FAILED,1.1.0,CL,24978,,0
N01908,E01908,LIKE,U0077,U0127,P0043,,2027-05-06 12:00:00,MOBILE,PUSH,HIGH,False,PENDING,1.2.0,CL,10956,created_at no puede ser futuro,1
N00434,E00434,COMMENT,U0043,U0109,P0019,C00434,2026-04-08 08:44:33,WEB,IN_APP,LOW,False,SENT,1.0.0,AR,19383,,0
N00168,E00168,LIKE,U0104,U0176,P0033,,2026-04-13 12:44:07,WEB,IN_APP,HIGH,False,FAILED,1.1.0,AR,4576,,0
N00816,E00816,COMMENT,U0183,U0116,P0027,C00816,2026-05-01 18:57:16,MOBILE,IN_APP,LOW,True,PENDING,1.2.0,PE,5591,,0
N01017,E01017,COMMENT,U0099,U0066,P0041,C01017,2026-05-07 21:13:37,MOBILE,PUSH,MEDIUM,True,PENDING,1.2.0,MX,15829,,0
N00880,E00880,FOLLOW,U0169,U0062,,,2026-04-21 19:44:34,WEB,PUSH,LOW,False,PENDING,1.2.0,CL,19492,,0
N00003,E00003,FOLLOW,U0109,U0088,,,2026-05-03 11:48:21,MOBILE,EMAIL,LOW,False,SENT,1.2.0,PE,19982,,0
N00024,E00024,FOLLOW,U0184,U0081,,,2026-04-29 14:08:42,WEB,PUSH,MEDIUM,False,SENT,1.0.0,MX,20554,,0
N01978,E01978,SHARE,U0190,U0179,,,2026-04-26 18:30:18,MOBILE,PUSH,LOW,False,SENT,1.0.0,PE,23028,event_type fuera de dominio,1
N00733,E00733,FOLLOW,U0097,U0016,,,2026-05-03 21:45:13,MOBILE,EMAIL,LOW,True,PENDING,2.0.0,PE,21802,,0
N00619,E00619,LIKE,U0101,U0195,P0003,,2026-04-08 18:09:57,MOBILE,IN_APP,HIGH,False,PENDING,2.0.0,PE,23843,,0
N00525,E00525,FOLLOW,U0140,U0130,,,2026-04-17 19:18:30,MOBILE,EMAIL,MEDIUM,False,PENDING,1.0.0,MX,1513,,0
N00432,E00432,FOLLOW,U0191,U0147,,,2026-04-20 16:41:56,MOBILE,IN_APP,LOW,False,PENDING,1.0.0,AR,17196,,0
N00609,E00609,COMMENT,U0186,U0050,P0031,C00609,2026-04-23 11:32:14,WEB,EMAIL,HIGH,False,SENT,1.2.0,MX,13859,,0
N00960,E00960,LIKE,U0024,U0158,P0010,,2026-05-02 15:55:00,MOBILE,PUSH,MEDIUM,True,SENT,2.0.0,MX,21985,,0
N01686,E01686,FOLLOW,U0011,U0169,,,2026-04-11 16:58:15,WEB,PUSH,MEDIUM,True,PENDING,1.0.0,AR,18048,,0
N00627,E00627,FOLLOW,U0126,U0188,,,2026-04-11 10:09:32,WEB,EMAIL,LOW,False,SENT,1.0.0,AR,15123,,0
N01706,E01706,COMMENT,U0008,U0016,P0007,C01706,32/05/2026 25:00:00,MOBILE,EMAIL,HIGH,True,PENDING,1.1.0,MX,3131,timestamp_formato_invalido,1
N01625,E01625,LIKE,U0045,U0020,P0024,,2026-04-28 16:42:58,WEB,IN_APP,LOW,True,PENDING,2.0.0,MX,13355,,0
N01013,E01013,LIKE,U0038,U0068,P0049,,2026-04-13 20:07:46,WEB,IN_APP,LOW,False,FAILED,1.2.0,AR,8164,,0
N00948,E00948,FOLLOW,U0028,U0165,,,2026-04-27 10:51:40,MOBILE,EMAIL,LOW,True,SENT,2.0.0,AR,2948,,0
N01969,E01969,LIKE,U0030,U0143,P0013,,2026/13/40 99:99:99,WEB,EMAIL,HIGH,False,PENDING,2.0.0,CL,249,timestamp_formato_invalido,1
N00753,E00753,COMMENT,U0120,U0129,P0019,C00753,2026-04-07 14:33:45,WEB,EMAIL,LOW,True,PENDING,2.0.0,PE,3153,,0
N01505,E01505,LIKE,U0101,U0093,P0029,,2026-04-27 13:05:23,MOBILE,IN_APP,MEDIUM,True,FAILED,1.1.0,CL,19666,,0
N01786,E01786,COMMENT,U0180,U0041,P0049,C01786,2026-05-02 16:55:05,MOBILE,EMAIL,LOW,False,SENT,0.9.0,CL,9980,SENT requiere app_version >= 1.0.0,1
N00661,E00661,FOLLOW,U0144,U0014,,,2026-04-26 11:12:40,MOBILE,EMAIL,LOW,False,SENT,2.0.0,MX,19853,,0
N01368,E01368,LIKE,U0008,U0173,P0008,,2026-04-29 16:11:49,WEB,PUSH,HIGH,False,PENDING,1.2.0,AR,17356,,0
N00812,E00812,LIKE,U0146,U0103,P0005,,2026-04-25 21:29:42,WEB,PUSH,LOW,False,PENDING,2.0.0,CL,3012,,0
N01700,E01700,COMMENT,U0200,U0062,P0036,C01700,2026-05-05 08:39:30,WEB,IN_APP,HIGH,True,FAILED,1.1.0,AR,24797,,0
N01873,E01873,FOLLOW,U0009,U0009,,,2026-04-10 20:22:05,MOBILE,IN_APP,MEDIUM,True,FAILED,1.2.0,CL,8981,self-event: user_id igual a source_user_id,1
N00904,E00904,LIKE,U0128,U0009,P0018,,2026-04-19 14:19:52,MOBILE,EMAIL,LOW,False,FAILED,2.0.0,MX,817,,0
